sentence1,sentence2,score,pair_type,topic
Denizli'da meydana gelen trafik kazasında 4 kişi yaralandı.,iktidar partisi yeni yasa teklifini meclise sundu.,0.047503,unrelated,asayis|siyaset
Popüler uygulama dizüstü bilgisayar için yeni güncelleme yayınladı.,Teknoloji şirketi yeni elektrikli otomobil tanıttı.,0.389146,related,teknoloji
pop yıldızı sürpriz bir törenle dünyaevine girdi.,"popüler sunucu, Bursa'da tatilde görüntülendi.",0.313332,related,magazin
Merkez Bankası politika faizini sabit tuttu.,Popüler uygulama yapay zeka modeli için yeni güncelleme yayınladı.,0.109201,unrelated,ekonomi|teknoloji
iktidar partisi yeni yasa teklifini meclise sundu.,İngiltere'de yapılan seçimleri muhalefet kazandı.,0.18108,unrelated,siyaset|dunya
Hatayspor'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,Almanya'de yapılan seçimleri muhalefet kazandı.,0.061865,unrelated,spor|dunya
Milli Eğitim Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,Hazine ve Maliye Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.759335,related,siyaset
Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,Dolar kuru güne yüzde 32 yükselişle başladı.,0.229231,unrelated,saglik|ekonomi
genç oyuncu yeni projesiyle ekranlara dönüyor.,sevilen komedyen sürpriz bir törenle dünyaevine girdi.,0.300359,related,magazin
iktidar partisi yeni yasa teklifini meclise sundu.,Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,0.092679,unrelated,siyaset|saglik
Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,Uzmanlar migren vakalarındaki artışa dikkat çekti.,0.483762,related,saglik
Merkez Bankası politika faizini sabit tuttu.,Borsa İstanbul günü yüzde 36 değişimle kapattı.,0.201741,related,ekonomi
Denizli'da hava sıcaklığı mevsim normallerinin üzerine çıktı.,Denizli beklenenden daha sıcak bir güne uyandı.,0.634472,paraphrase,hava
Gaziantep'da hava sıcaklığı mevsim normallerinin üzerine çıktı.,Gaziantep beklenenden daha sıcak bir güne uyandı.,0.717685,paraphrase,hava
"Kasımpaşa, yıldız futbolcuyla sözleşme yeniledi.",Eyüpspor'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,0.341489,related,spor
Kasımpaşa'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,Antalyaspor teknik direktörüyle yollarını ayırdı.,0.296972,related,spor
"Eyüpspor, ligi lider tamamlayarak şampiyonluğa ulaştı.",Eyüpspor sezonu zirvede bitirip şampiyon oldu.,0.89767,paraphrase,spor
Yıllık enflasyon yüzde 10 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 10 olarak duyurdu.,0.954157,paraphrase,ekonomi
Trabzon'da hava sıcaklığı mevsim normallerinin üzerine çıktı.,Trabzon beklenenden daha sıcak bir güne uyandı.,0.697487,paraphrase,hava
Ünlü sunucu eşiyle İzmir'da tatil yaparken görüntülendi.,Ünlü sunucu ve eşinin İzmir tatilinden kareler paylaşıldı.,0.960151,paraphrase,magazin
Yıllık enflasyon yüzde 23 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 23 olarak duyurdu.,0.951389,paraphrase,ekonomi
İngiltere iklim zirvesine ev sahipliği yapıyor.,"Sivasspor, sahasında Rizespor'yi 3-1 mağlup etti.",0.02249,unrelated,dunya|spor
Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,Borsa İstanbul günü yüzde 16 değişimle kapattı.,0.176954,unrelated,teknoloji|ekonomi
"Fenerbahçe, Eyüpspor karşısında sahadan 1-0 galip ayrıldı.",Fenerbahçe evinde Eyüpspor'yi 1-0'lik skorla yendi.,0.909357,paraphrase,spor
"ünlü şarkıcı, İstanbul'da tatilde görüntülendi.",ünlü sunucu sürpriz bir törenle dünyaevine girdi.,0.332889,related,magazin
ünlü oyuncu eşinden boşandığını duyurdu.,Rusya'de yapılan seçimleri muhalefet kazandı.,0.097259,unrelated,magazin|dunya
Aydın'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,0.188571,unrelated,asayis|saglik
Sakarya'da bir binada çıkan yangın kısa sürede kontrol altına alındı.,Sakarya'daki yangın itfaiyenin müdahalesiyle söndürüldü.,0.833215,paraphrase,asayis
Popüler uygulama işletim sistemi için yeni güncelleme yayınladı.,Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,0.150334,related,teknoloji
ünlü model yeni projesiyle ekranlara dönüyor.,ünlü oyuncu eşinden boşandığını duyurdu.,0.285254,related,magazin
Yıllık enflasyon yüzde 12 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 12 olarak duyurdu.,0.957221,paraphrase,ekonomi
Tavuk fiyatları son bir ayda yüzde 32 arttı.,Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,0.124618,unrelated,ekonomi|saglik
Bodrum FK teknik direktörüyle yollarını ayırdı.,"Samsunspor, yıldız futbolcuyla sözleşme yeniledi.",0.368452,related,spor
Antalya'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,0.163337,unrelated,asayis|teknoloji
İzmir'da sıcaklık 31 dereceye ulaştı.,Aydın'da sıcaklık 36 dereceye ulaştı.,0.569391,related,hava
"Gaziantep FK, Fenerbahçe karşısında sahadan 1-1 galip ayrıldı.",Gaziantep FK evinde Fenerbahçe'yi 1-1'lik skorla yendi.,0.887543,paraphrase,spor
Yıllık enflasyon yüzde 37 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 37 olarak duyurdu.,0.957155,paraphrase,ekonomi
Ankara'a mevsimin ilk karı düştü.,Meteoroloji Bolu için kuvvetli yağış uyarısı yaptı.,0.227717,related,hava
koalisyon ortağı yeni yasa teklifini meclise sundu.,Antalya'da çıkan yangın itfaiye ekiplerince söndürüldü.,0.114767,unrelated,siyaset|asayis
Konya'da hava sıcaklığı mevsim normallerinin üzerine çıktı.,Konya beklenenden daha sıcak bir güne uyandı.,0.692816,paraphrase,hava
Fransa'de meydana gelen depremde maddi hasar oluştu.,Borsa İstanbul günü yüzde 21 değişimle kapattı.,0.189909,unrelated,dunya|ekonomi
ünlü sunucu sürpriz bir törenle dünyaevine girdi.,Milli Eğitim Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.222146,unrelated,magazin|siyaset
Meteoroloji Konya için kuvvetli yağış uyarısı yaptı.,Gaziantep'a mevsimin ilk karı düştü.,0.202669,related,hava
Adana'da bir binada çıkan yangın kısa sürede kontrol altına alındı.,Adana'daki yangın itfaiyenin müdahalesiyle söndürüldü.,0.832902,paraphrase,asayis
Japonya iklim zirvesine ev sahipliği yapıyor.,Yunanistan'de meydana gelen depremde maddi hasar oluştu.,0.145674,related,dunya
Trabzon'da iki aracın çarpışması sonucu 4 kişi yaralandı.,Trabzon'daki trafik kazasında 4 kişi yaralı kurtuldu.,0.909268,paraphrase,asayis
Rusya'de düzenlenen genel seçimlerde sonuçlar belli oldu.,Rusya halkı sandık başına giderek yeni yönetimini seçti.,0.571408,paraphrase,dunya
Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,Kayserispor'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,0.11328,unrelated,saglik|spor
"Konyaspor, Alanyaspor karşısında sahadan 3-2 galip ayrıldı.",Konyaspor evinde Alanyaspor'yi 3-2'lik skorla yendi.,0.894099,paraphrase,spor
Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,ünlü sunucu yeni projesiyle ekranlara dönüyor.,0.203883,unrelated,teknoloji|magazin
ünlü oyuncu yeni projesiyle ekranlara dönüyor.,Meteoroloji Antalya için kuvvetli yağış uyarısı yaptı.,0.098558,unrelated,magazin|hava
Konya ve çevresi için sağanak yağış bekleniyor.,Meteoroloji Konya için sağanak uyarısında bulundu.,0.715702,paraphrase,hava
Yıllık enflasyon yüzde 14 olarak açıklandı.,TÜİK yıllık enflasyonu yüzde 14 olarak duyurdu.,0.960434,paraphrase,ekonomi
Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,Zeytinyağı fiyatları son bir ayda yüzde 40 arttı.,0.138716,unrelated,teknoloji|ekonomi
Meteoroloji Ankara için kuvvetli yağış uyarısı yaptı.,Meteoroloji Denizli için kuvvetli yağış uyarısı yaptı.,0.671925,related,hava
Başakşehir teknik direktörüyle yollarını ayırdı.,"Kayserispor, yıldız futbolcuyla sözleşme yeniledi.",0.373245,related,spor
Cumhurbaşkanı Yunanistan'e resmi ziyarette bulundu.,Sağlık Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.191774,related,siyaset
Bodrum FK'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,Sakarya'a mevsimin ilk karı düştü.,0.258963,unrelated,spor|hava
"Bodrum FK, Hatayspor karşısında sahadan 2-1 galip ayrıldı.",Bodrum FK evinde Hatayspor'yi 2-1'lik skorla yendi.,0.914231,paraphrase,spor
Eskişehir'a mevsimin ilk karı düştü.,Ankara'a mevsimin ilk karı düştü.,0.727224,related,hava
Ankara'da sıcaklık 44 dereceye ulaştı.,Bolu'da meydana gelen trafik kazasında 2 kişi yaralandı.,0.157093,unrelated,hava|asayis
Samsunspor teknik direktörüyle yollarını ayırdı.,Başakşehir teknik direktörüyle yollarını ayırdı.,0.731675,related,spor
"Gaziantep FK, Samsunspor karşısında sahadan 4-2 galip ayrıldı.",Gaziantep FK evinde Samsunspor'yi 4-2'lik skorla yendi.,0.885309,paraphrase,spor
Almanya'de düzenlenen genel seçimlerde sonuçlar belli oldu.,Almanya halkı sandık başına giderek yeni yönetimini seçti.,0.599147,paraphrase,dunya
Cumhurbaşkanı Rusya'e resmi ziyarette bulundu.,Eskişehir'da çıkan yangın itfaiye ekiplerince söndürüldü.,0.137448,unrelated,siyaset|asayis
Denizli'a mevsimin ilk karı düştü.,Ulaştırma Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.154413,unrelated,hava|siyaset
Cumhurbaşkanı İspanya'e resmi ziyarette bulundu.,Kuru fasulye fiyatları son bir ayda yüzde 35 arttı.,0.038568,unrelated,siyaset|ekonomi
Uzmanlar şeker hastalığı vakalarındaki artışa dikkat çekti.,Çin'de meydana gelen depremde maddi hasar oluştu.,0.230379,unrelated,saglik|dunya
"Göztepe, Kayserispor karşısında sahadan 3-1 galip ayrıldı.",Göztepe evinde Kayserispor'yi 3-1'lik skorla yendi.,0.89142,paraphrase,spor
"Sivasspor, tecrübeli oyuncuyla anlaşmaya vardı.",Sivasspor deneyimli futbolcuyu kadrosuna kattı.,0.812911,paraphrase,spor
Muğla'da bir binada çıkan yangın kısa sürede kontrol altına alındı.,Muğla'daki yangın itfaiyenin müdahalesiyle söndürüldü.,0.825671,paraphrase,asayis
"Göztepe, Başakşehir karşısında sahadan 3-1 galip ayrıldı.",Göztepe evinde Başakşehir'yi 3-1'lik skorla yendi.,0.8795,paraphrase,spor
Borsa İstanbul günü yüzde 7 değişimle kapattı.,Merkez Bankası politika faizini sabit tuttu.,0.212125,related,ekonomi
"Samsunspor, sahasında Sivasspor'yi 0-2 mağlup etti.",Ankara'da meydana gelen trafik kazasında 3 kişi yaralandı.,0.141973,unrelated,spor|asayis
Sakarya'da çıkan yangın itfaiye ekiplerince söndürüldü.,Bolu'da çıkan yangın itfaiye ekiplerince söndürüldü.,0.831379,related,asayis
Muz fiyatları son bir ayda yüzde 36 arttı.,Borsa İstanbul günü yüzde 22 değişimle kapattı.,0.23168,related,ekonomi
"Konyaspor, yıldız futbolcuyla sözleşme yeniledi.",Beşiktaş'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,0.230255,related,spor
Merkez Bankası politika faizini sabit tuttu.,Muz fiyatları son bir ayda yüzde 14 arttı.,0.181736,related,ekonomi
Sakarya ve çevresi için sağanak yağış bekleniyor.,Meteoroloji Sakarya için sağanak uyarısında bulundu.,0.789852,paraphrase,hava
ABD'de yapılan seçimleri muhalefet kazandı.,İngiltere'de yapılan seçimleri muhalefet kazandı.,0.726177,related,dunya
"Samsunspor, ligi lider tamamlayarak şampiyonluğa ulaştı.",Samsunspor sezonu zirvede bitirip şampiyon oldu.,0.906552,paraphrase,spor
Uzmanlar alerji vakalarındaki artışa dikkat çekti.,"Kasımpaşa, yıldız futbolcuyla sözleşme yeniledi.",0.146872,unrelated,saglik|spor
Popüler uygulama işletim sistemi için yeni güncelleme yayınladı.,ünlü oyuncu yeni projesiyle ekranlara dönüyor.,0.37177,unrelated,teknoloji|magazin
Hatayspor teknik direktörüyle yollarını ayırdı.,Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,0.092359,unrelated,spor|saglik
Popüler uygulama giyilebilir cihaz için yeni güncelleme yayınladı.,Teknoloji şirketi yeni elektrikli otomobil tanıttı.,0.384843,related,teknoloji
Uzmanlar şeker hastalığı vakalarındaki artışa dikkat çekti.,Popüler uygulama giyilebilir cihaz için yeni güncelleme yayınladı.,0.26503,unrelated,saglik|teknoloji
"Trabzonspor, sahasında Sivasspor'yi 2-1 mağlup etti.",Ankara'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,0.080966,unrelated,spor|asayis
Gaziantep'da meydana gelen trafik kazasında 3 kişi yaralandı.,İzmir'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,0.20344,related,asayis
Hollanda iklim zirvesine ev sahipliği yapıyor.,Borsa İstanbul günü yüzde 11 değişimle kapattı.,0.024469,unrelated,dunya|ekonomi
Meteoroloji Konya için kuvvetli yağış uyarısı yaptı.,İngiltere'de meydana gelen depremde maddi hasar oluştu.,0.325848,unrelated,hava|dunya
Adana'da çıkan yangın itfaiye ekiplerince söndürüldü.,Mersin'da meydana gelen trafik kazasında 4 kişi yaralandı.,0.260365,related,asayis
Dolar kuru güne yüzde 1 yükselişle başladı.,Borsa İstanbul günü yüzde 33 değişimle kapattı.,0.303059,related,ekonomi
Uzmanlar grip vakalarındaki artışa dikkat çekti.,Popüler uygulama elektrikli otomobil için yeni güncelleme yayınladı.,0.187216,unrelated,saglik|teknoloji
genç oyuncu eşinden boşandığını duyurdu.,Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,0.021287,unrelated,magazin|teknoloji
Popüler uygulama akıllı telefon için yeni güncelleme yayınladı.,"Kayserispor, yıldız futbolcuyla sözleşme yeniledi.",0.265017,unrelated,teknoloji|spor
Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,Ankara'da çıkan yangın itfaiye ekiplerince söndürüldü.,0.122093,unrelated,saglik|asayis
Gaziantep'da bir binada çıkan yangın kısa sürede kontrol altına alındı.,Gaziantep'daki yangın itfaiyenin müdahalesiyle söndürüldü.,0.823129,paraphrase,asayis
Liderler Çin'de düzenlenen zirvede bir araya geldi.,Çin'deki zirvede liderler önemli konuları görüştü.,0.794421,paraphrase,siyaset
"Kasımpaşa, sahasında Antalyaspor'yi 1-1 mağlup etti.","Hatayspor, yıldız futbolcuyla sözleşme yeniledi.",0.198293,related,spor
Çin'de meydana gelen depremde maddi hasar oluştu.,Ekmek fiyatları son bir ayda yüzde 27 arttı.,0.186346,unrelated,dunya|ekonomi
Rusya'de yapılan seçimleri muhalefet kazandı.,Trabzon'da sıcaklık 41 dereceye ulaştı.,0.105936,unrelated,dunya|hava
Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,Dolar kuru güne yüzde 15 yükselişle başladı.,0.163356,unrelated,teknoloji|ekonomi
Dolar kuru güne yüzde 34 yükselişle başladı.,genç oyuncu sürpriz bir törenle dünyaevine girdi.,0.180367,unrelated,ekonomi|magazin
Gaziantep FK'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,Aydın'da çıkan yangın itfaiye ekiplerince söndürüldü.,0.140825,unrelated,spor|asayis
"Alanyaspor, Trabzonspor karşısında sahadan 3-2 galip ayrıldı.",Alanyaspor evinde Trabzonspor'yi 3-2'lik skorla yendi.,0.87054,paraphrase,spor
"Samsunspor, Kayserispor karşısında sahadan 2-1 galip ayrıldı.",Samsunspor evinde Kayserispor'yi 2-1'lik skorla yendi.,0.897748,paraphrase,spor
"Trabzonspor, Gaziantep FK karşısında sahadan 2-0 galip ayrıldı.",Trabzonspor evinde Gaziantep FK'yi 2-0'lik skorla yendi.,0.897579,paraphrase,spor
ünlü sunucu eşinden boşandığını duyurdu.,Trabzon'da meydana gelen trafik kazasında 5 kişi yaralandı.,0.081713,unrelated,magazin|asayis
Meteoroloji Kayseri için kuvvetli yağış uyarısı yaptı.,Fenerbahçe'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,0.064732,unrelated,hava|spor
Popüler uygulama işletim sistemi için yeni güncelleme yayınladı.,Ankara'a mevsimin ilk karı düştü.,0.100473,unrelated,teknoloji|hava
Mersin'da iki aracın çarpışması sonucu 2 kişi yaralandı.,Mersin'daki trafik kazasında 2 kişi yaralı kurtuldu.,0.889678,paraphrase,asayis
İzmir'da sıcaklık 30 dereceye ulaştı.,Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,0.031954,unrelated,hava|teknoloji
Rusya'de yapılan seçimleri muhalefet kazandı.,Gaziantep'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,0.210181,unrelated,dunya|asayis
sevilen sanatçı sürpriz bir törenle dünyaevine girdi.,Sağlık Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.181647,unrelated,magazin|siyaset
"ünlü şarkıcı, Mersin'da tatilde görüntülendi.",pop yıldızı yeni projesiyle ekranlara dönüyor.,0.273597,related,magazin
"Galatasaray, yıldız futbolcuyla sözleşme yeniledi.",usta oyuncu yeni projesiyle ekranlara dönüyor.,0.347303,unrelated,spor|magazin
usta oyuncu sürpriz bir törenle dünyaevine girdi.,ödüllü yönetmen sürpriz bir törenle dünyaevine girdi.,0.761884,related,magazin
Borsa İstanbul günü yüzde 19 değişimle kapattı.,Dolar kuru güne yüzde 31 yükselişle başladı.,0.319206,related,ekonomi
Bolu'da meydana gelen trafik kazasında 4 kişi yaralandı.,"Fenerbahçe, yıldız futbolcuyla sözleşme yeniledi.",0.099944,unrelated,asayis|spor
Çin iklim zirvesine ev sahipliği yapıyor.,Muğla'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,0.109506,unrelated,dunya|asayis
"Gaziantep FK, Antalyaspor karşısında sahadan 2-2 galip ayrıldı.",Gaziantep FK evinde Antalyaspor'yi 2-2'lik skorla yendi.,0.912679,paraphrase,spor
Sevilen komedyen eşiyle Aydın'da tatil yaparken görüntülendi.,Sevilen komedyen ve eşinin Aydın tatilinden kareler paylaşıldı.,0.944418,paraphrase,magazin
Fransa iklim zirvesine ev sahipliği yapıyor.,Diyarbakır'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,0.077172,unrelated,dunya|asayis
"Kasımpaşa, ligi lider tamamlayarak şampiyonluğa ulaştı.",Kasımpaşa sezonu zirvede bitirip şampiyon oldu.,0.881369,paraphrase,spor
"Samsunspor, tecrübeli oyuncuyla anlaşmaya vardı.",Samsunspor deneyimli futbolcuyu kadrosuna kattı.,0.798851,paraphrase,spor
"Adana Demirspor, sahasında Kasımpaşa'yi 3-0 mağlup etti.",Konyaspor teknik direktörüyle yollarını ayırdı.,0.27863,related,spor
Teknoloji şirketi yeni akıllı telefon tanıttı.,Popüler uygulama yapay zeka modeli için yeni güncelleme yayınladı.,0.426438,related,teknoloji
Sivasspor teknik direktörüyle yollarını ayırdı.,pop yıldızı sürpriz bir törenle dünyaevine girdi.,0.074021,unrelated,spor|magazin
Bursa'da hava sıcaklığı mevsim normallerinin üzerine çıktı.,Bursa beklenenden daha sıcak bir güne uyandı.,0.720965,paraphrase,hava
usta oyuncu yeni projesiyle ekranlara dönüyor.,Muğla'a mevsimin ilk karı düştü.,0.156742,unrelated,magazin|hava
Çin'de düzenlenen genel seçimlerde sonuçlar belli oldu.,Çin halkı sandık başına giderek yeni yönetimini seçti.,0.541582,paraphrase,dunya
Eskişehir'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,Uzmanlar migren vakalarındaki artışa dikkat çekti.,0.294479,unrelated,asayis|saglik
Dolar kuru güne yüzde 29 yükselişle başladı.,Borsa İstanbul günü yüzde 11 değişimle kapattı.,0.272217,related,ekonomi
Rusya'de meydana gelen depremde maddi hasar oluştu.,Cumhurbaşkanı ABD'e resmi ziyarette bulundu.,0.12613,unrelated,dunya|siyaset
Japonya'de yapılan seçimleri muhalefet kazandı.,Popüler uygulama yapay zeka modeli için yeni güncelleme yayınladı.,0.155932,unrelated,dunya|teknoloji
İstanbul'da çıkan yangın itfaiye ekiplerince söndürüldü.,Borsa İstanbul günü yüzde 18 değişimle kapattı.,0.228866,unrelated,asayis|ekonomi
ana muhalefet partisi yeni yasa teklifini meclise sundu.,ödüllü yönetmen yeni projesiyle ekranlara dönüyor.,0.240043,unrelated,siyaset|magazin
Bursa'da meydana gelen trafik kazasında 3 kişi yaralandı.,Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,0.084344,unrelated,asayis|teknoloji
Fransa'de meydana gelen depremde maddi hasar oluştu.,Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,0.139992,unrelated,dunya|saglik
Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,Gaziantep FK'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,-0.017698,unrelated,teknoloji|spor
"Galatasaray, sahasında Antalyaspor'yi 1-0 mağlup etti.","Gaziantep FK, sahasında Göztepe'yi 2-3 mağlup etti.",0.547439,related,spor
"ödüllü yönetmen, Aydın'da tatilde görüntülendi.",Denizli'a mevsimin ilk karı düştü.,0.218089,unrelated,magazin|hava
Fransa iklim zirvesine ev sahipliği yapıyor.,Popüler uygulama akıllı telefon için yeni güncelleme yayınladı.,0.103317,unrelated,dunya|teknoloji
Hollanda iklim zirvesine ev sahipliği yapıyor.,fenomen isim eşinden boşandığını duyurdu.,0.050813,unrelated,dunya|magazin
İngiltere'de düzenlenen genel seçimlerde sonuçlar belli oldu.,İngiltere halkı sandık başına giderek yeni yönetimini seçti.,0.594525,paraphrase,dunya
"Kasımpaşa, Konyaspor karşısında sahadan 4-0 galip ayrıldı.",Kasımpaşa evinde Konyaspor'yi 4-0'lik skorla yendi.,0.912677,paraphrase,spor
Popüler sunucu eşiyle Adana'da tatil yaparken görüntülendi.,Popüler sunucu ve eşinin Adana tatilinden kareler paylaşıldı.,0.962785,paraphrase,magazin
Meteoroloji Kayseri için kuvvetli yağış uyarısı yaptı.,Antalyaspor'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,0.101092,unrelated,hava|spor
Sağlık Bakanlığı yeni aşılama kampanyasını başlattı.,Uzmanlar boğaz enfeksiyonu vakalarındaki artışa dikkat çekti.,0.371182,related,saglik
"Hatayspor, Kasımpaşa karşısında sahadan 1-0 galip ayrıldı.",Hatayspor evinde Kasımpaşa'yi 1-0'lik skorla yendi.,0.923889,paraphrase,spor
Cumhurbaşkanı Hollanda'e resmi ziyarette bulundu.,ana muhalefet partisi yeni yasa teklifini meclise sundu.,0.09914,related,siyaset
Sanayi ve Teknoloji Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,Sağlık Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.681888,related,siyaset
Uzmanlar dengeli beslenmenin önemine vurgu yaptı.,Uzmanlar zatürre vakalarındaki artışa dikkat çekti.,0.508854,related,saglik
Konya'a mevsimin ilk karı düştü.,Samsunspor'nin kaptanı sakatlığı nedeniyle kadroda yer alamadı.,0.23792,unrelated,hava|spor
Bolu'a mevsimin ilk karı düştü.,İzmir'a mevsimin ilk karı düştü.,0.777701,related,hava
Pop yıldızı eşiyle Ankara'da tatil yaparken görüntülendi.,Pop yıldızı ve eşinin Ankara tatilinden kareler paylaşıldı.,0.966518,paraphrase,magazin
Sevilen komedyen yeni bir aşka yelken açtı.,Sevilen komedyen yeni sevgilisiyle ilk kez birlikte görüntülendi.,0.887436,paraphrase,magazin
Çin'de meydana gelen depremde maddi hasar oluştu.,Muğla'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,0.204977,unrelated,dunya|asayis
Diyarbakır ve çevresi için sağanak yağış bekleniyor.,Meteoroloji Diyarbakır için sağanak uyarısında bulundu.,0.750204,paraphrase,hava
İngiltere'de meydana gelen depremde maddi hasar oluştu.,Cumhurbaşkanı İtalya'e resmi ziyarette bulundu.,0.141402,unrelated,dunya|siyaset
Teknoloji şirketi yeni yapay zeka modeli tanıttı.,Mersin'da çıkan yangın itfaiye ekiplerince söndürüldü.,0.146108,unrelated,teknoloji|asayis
ünlü model eşinden boşandığını duyurdu.,Kasımpaşa teknik direktörüyle yollarını ayırdı.,0.323783,unrelated,magazin|spor
Merkez Bankası politika faizini sabit tuttu.,Sakarya'a mevsimin ilk karı düştü.,0.084229,unrelated,ekonomi|hava
Cumhurbaşkanı Çin'e resmi ziyarette bulundu.,Muğla'da çıkan yangın itfaiye ekiplerince söndürüldü.,0.154483,unrelated,siyaset|asayis
Kayseri'da bir binada çıkan yangın kısa sürede kontrol altına alındı.,Kayseri'daki yangın itfaiyenin müdahalesiyle söndürüldü.,0.820848,paraphrase,asayis
Teknoloji şirketi yeni işletim sistemi tanıttı.,Şirket yapay zeka alanına milyar dolarlık yatırım yapacağını açıkladı.,0.365636,related,teknoloji
Borsa İstanbul günü yüzde 34 değişimle kapattı.,Merkez Bankası politika faizini sabit tuttu.,0.205396,related,ekonomi
Hazine ve Maliye Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,Cumhurbaşkanı Rusya'e resmi ziyarette bulundu.,0.139075,related,siyaset
Çin iklim zirvesine ev sahipliği yapıyor.,Teknoloji şirketi yeni akıllı telefon tanıttı.,0.094163,unrelated,dunya|teknoloji
Japonya'de yapılan seçimleri muhalefet kazandı.,Çin'de yapılan seçimleri muhalefet kazandı.,0.759185,related,dunya
Galatasaray teknik direktörüyle yollarını ayırdı.,Merkez Bankası politika faizini sabit tuttu.,0.037069,unrelated,spor|ekonomi
Genç oyuncu eşiyle Denizli'da tatil yaparken görüntülendi.,Genç oyuncu ve eşinin Denizli tatilinden kareler paylaşıldı.,0.952716,paraphrase,magazin
Gaziantep'da sıcaklık 34 dereceye ulaştı.,Sanayi ve Teknoloji Bakanlığı yeni düzenlemeyi kamuoyuyla paylaştı.,0.148465,unrelated,hava|siyaset
"Konyaspor, ligi lider tamamlayarak şampiyonluğa ulaştı.",Konyaspor sezonu zirvede bitirip şampiyon oldu.,0.908275,paraphrase,spor
Kayseri'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,Antalya'da meydana gelen trafik kazasında 2 kişi yaralandı.,0.202772,related,asayis
Cumhurbaşkanı Almanya'e resmi ziyarette bulundu.,"ünlü model, Adana'da tatilde görüntülendi.",0.195555,unrelated,siyaset|magazin
Popüler sunucu eşiyle Denizli'da tatil yaparken görüntülendi.,Popüler sunucu ve eşinin Denizli tatilinden kareler paylaşıldı.,0.961204,paraphrase,magazin
Muğla'a mevsimin ilk karı düştü.,Bursa'a mevsimin ilk karı düştü.,0.731569,related,hava
Popüler uygulama akıllı telefon için yeni güncelleme yayınladı.,"Gaziantep FK, sahasında Alanyaspor'yi 0-1 mağlup etti.",0.043474,unrelated,teknoloji|spor
İngiltere iklim zirvesine ev sahipliği yapıyor.,İzmir'da düzenlenen operasyonda çok sayıda şüpheli gözaltına alındı.,0.121565,unrelated,dunya|asayis
